ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0038,malware--68dca94f-c11d-421e-9287-7c501108e18c,Duqu,[Duqu](https://attack.mitre.org/software/S0038) is a malware platform that uses a modular approach to extend functionality after deployment within a target network. (Citation: Symantec W32.Duqu),https://attack.mitre.org/software/S0038,31 May 2017,08 March 2023,"enterprise-attack,ics-attack",1.2,,Windows,,malware,",,(Citation: Symantec W32.Duqu),(Citation: Kaspersky Duqu 2.0)"
S0062,malware--687c23e4-4e25-4ee7-a870-c5e002511f54,DustySky,[DustySky](https://attack.mitre.org/software/S0062) is multi-stage malware written in .NET that has been used by [Molerats](https://attack.mitre.org/groups/G0021) since May 2015. (Citation: DustySky) (Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019),https://attack.mitre.org/software/S0062,31 May 2017,27 April 2021,enterprise-attack,1.1,,Windows,NeD Worm,malware,"(Citation: DustySky),(Citation: DustySky2),(Citation: Kaspersky MoleRATs April 2019),,(Citation: DustySky),(Citation: Kaspersky MoleRATs April 2019)"
S0024,malware--63c2a130-8a5b-452f-ad96-07cf0af12ffe,Dyre,"[Dyre](https://attack.mitre.org/software/S0024) is a banking Trojan that has been used for financial gain. 
 (Citation: Symantec Dyre June 2015)(Citation: Malwarebytes Dyreza November 2015)",https://attack.mitre.org/software/S0024,31 May 2017,22 June 2020,enterprise-attack,1.2,"Josh Campbell, Cyborg Security, @cyb0rgsecur1ty",Windows,"Dyreza, Dyzap",malware,"(Citation: Malwarebytes TrickBot Sep 2019),(Citation: Forbes Dyre May 2017),(Citation: CrowdStrike Wizard Spider March 2019),,(Citation: Symantec Dyre June 2015),(Citation: Malwarebytes Dyreza November 2015)"
S0593,malware--e928333f-f3df-4039-9b8b-556c2add0e42,ECCENTRICBANDWAGON,[ECCENTRICBANDWAGON](https://attack.mitre.org/software/S0593) is a remote access Trojan (RAT) used by North Korean cyber actors that was first identified in August 2020. It is a reconnaissance tool--with keylogging and screen capture functionality--used for information gathering on compromised systems.(Citation: CISA EB Aug 2020),https://attack.mitre.org/software/S0593,18 March 2021,15 October 2021,enterprise-attack,1.0,,Windows,,malware,"(Citation: CISA AA20-239A BeagleBoyz August 2020),(Citation: CISA EB Aug 2020),,(Citation: CISA EB Aug 2020)"
S0605,malware--00e7d565-9883-4ee5-b642-8fd17fd6a3f5,EKANS,"[EKANS](https://attack.mitre.org/software/S0605) is ransomware variant written in Golang that first appeared in mid-December 2019 and has been used against multiple sectors, including energy, healthcare, and automotive manufacturing, which in some cases resulted in significant operational disruptions. [EKANS](https://attack.mitre.org/software/S0605) has used a hard-coded kill-list of processes, including some associated with common ICS software platforms (e.g., GE Proficy, Honeywell HMIWeb, etc), similar to those defined in [MegaCortex](https://attack.mitre.org/software/S0576).(Citation: Dragos EKANS)(Citation: Palo Alto Unit 42 EKANS)",https://attack.mitre.org/software/S0605,12 February 2021,08 March 2023,"enterprise-attack,ics-attack",2.0,,Windows,SNAKEHOSE,malware,",,(Citation: Dragos EKANS),(Citation: FireEye Ransomware Feb 2020),(Citation: IBM Ransomware Trends September 2020),(Citation: Palo Alto Unit 42 EKANS)"
S0064,malware--3cab1b76-2f40-4cd0-8d2c-7ed16eeb909c,ELMER,"[ELMER](https://attack.mitre.org/software/S0064) is a non-persistent, proxy-aware HTTP backdoor written in Delphi that has been used by [APT16](https://attack.mitre.org/groups/G0023). (Citation: FireEye EPS Awakens Part 2)",https://attack.mitre.org/software/S0064,31 May 2017,26 July 2022,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye EPS Awakens Part 2),,(Citation: FireEye EPS Awakens Part 2)"
S0568,malware--7cdfccda-2950-4167-981a-60872ff5d0db,EVILNUM,[EVILNUM](https://attack.mitre.org/software/S0568) is fully capable backdoor that was first identified in 2018. [EVILNUM](https://attack.mitre.org/software/S0568) is used by the APT group [Evilnum](https://attack.mitre.org/groups/G0120) which has the same name.(Citation: ESET EvilNum July 2020)(Citation: Prevailion EvilNum May 2020),https://attack.mitre.org/software/S0568,28 January 2021,19 January 2022,enterprise-attack,1.0,,Windows,,malware,"(Citation: Prevailion EvilNum May 2020),,(Citation: Prevailion EvilNum May 2020),(Citation: ESET EvilNum July 2020)"
S0377,malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51,Ebury,"[Ebury](https://attack.mitre.org/software/S0377) is an OpenSSH backdoor and credential stealer targeting Linux servers and container hosts developed by [Windigo](https://attack.mitre.org/groups/G0124). [Ebury](https://attack.mitre.org/software/S0377) is primarily installed through modifying shared libraries (`.so` files) executed by the legitimate OpenSSH program. First seen in 2009, [Ebury](https://attack.mitre.org/software/S0377) has been used to maintain a botnet of servers, deploy additional malware, and steal cryptocurrency wallets, credentials, and credit card details.(Citation: ESET Ebury Feb 2014)(Citation: BleepingComputer Ebury March 2017)(Citation: ESET Ebury Oct 2017)(Citation: ESET Ebury May 2024)",https://attack.mitre.org/software/S0377,19 April 2019,20 September 2024,enterprise-attack,2.0,"Marc-Etienne M.L�veill�, ESET",Linux,,malware,"(Citation: ESET Ebury Oct 2017),,(Citation: ESET Ebury Oct 2017),(Citation: ESET Ebury May 2024),(Citation: ESET Ebury Feb 2014),(Citation: ESET Windigo Mar 2014)"
S0624,malware--292eb0c5-b8e8-4af6-9e8f-0fda6b4528d3,Ecipekac,"[Ecipekac](https://attack.mitre.org/software/S0624) is a multi-layer loader that has been used by [menuPass](https://attack.mitre.org/groups/G0045) since at least 2019 including use as a loader for [P8RAT](https://attack.mitre.org/software/S0626), [SodaMaster](https://attack.mitre.org/software/S0627), and [FYAnti](https://attack.mitre.org/software/S0628).(Citation: Securelist APT10 March 2021)",https://attack.mitre.org/software/S0624,18 June 2021,11 October 2021,enterprise-attack,1.0,,Windows,"DESLoader, HEAVYHAND, SigLoader",malware,"(Citation: Securelist APT10 March 2021),,(Citation: Securelist APT10 March 2021)"
S0554,malware--cc4c1287-9c86-4447-810c-744f3880ec37,Egregor,"[Egregor](https://attack.mitre.org/software/S0554) is a Ransomware-as-a-Service (RaaS) tool that was first observed in September 2020. Researchers have noted code similarities between [Egregor](https://attack.mitre.org/software/S0554) and Sekhmet ransomware, as well as [Maze](https://attack.mitre.org/software/S0449) ransomware.(Citation: NHS Digital Egregor Nov 2020)(Citation: Cyble Egregor Oct 2020)(Citation: Security Boulevard Egregor Oct 2020)",https://attack.mitre.org/software/S0554,29 December 2020,14 October 2021,enterprise-attack,1.0,"Daniyal Naeem, BT Security; Matt Brenton, Zurich Insurance Group",Windows,,malware,",,(Citation: Cybereason Egregor Nov 2020),(Citation: Cyble Egregor Oct 2020),(Citation: Intrinsec Egregor Nov 2020),(Citation: JoeSecurity Egregor 2020),(Citation: NHS Digital Egregor Nov 2020)"
S0081,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,Elise,"[Elise](https://attack.mitre.org/software/S0081) is a custom backdoor Trojan that appears to be used exclusively by [Lotus Blossom](https://attack.mitre.org/groups/G0030). It is part of a larger group of
tools referred to as LStudio, ST Group, and APT0LSTU. (Citation: Lotus Blossom Jun 2015)(Citation: Accenture Dragonfish Jan 2018)",https://attack.mitre.org/software/S0081,31 May 2017,11 April 2024,enterprise-attack,1.3,,Windows,"BKDR_ESILE, Page",malware,"(Citation: Accenture Dragonfish Jan 2018),(Citation: Spring Dragon Jun 2015),,(Citation: Accenture Dragonfish Jan 2018),(Citation: Lotus Blossom Jun 2015)"
S0082,malware--0f862b01-99da-47cc-9bdb-db4a86a95bb1,Emissary,"[Emissary](https://attack.mitre.org/software/S0082) is a Trojan that has been used by [Lotus Blossom](https://attack.mitre.org/groups/G0030). It shares code with [Elise](https://attack.mitre.org/software/S0081), with both Trojans being part of a malware group referred to as LStudio. (Citation: Lotus Blossom Dec 2015)",https://attack.mitre.org/software/S0082,31 May 2017,11 April 2024,enterprise-attack,1.3,,Windows,,malware,"(Citation: Lotus Blossom Dec 2015),(Citation: Emissary Trojan Feb 2016),,(Citation: Lotus Blossom Dec 2015),(Citation: Emissary Trojan Feb 2016)"
S0367,malware--32066e94-3112-48ca-b9eb-ba2b59d2f023,Emotet,"[Emotet](https://attack.mitre.org/software/S0367) is a modular malware variant which is primarily used as a downloader for other malware variants such as [TrickBot](https://attack.mitre.org/software/S0266) and [IcedID](https://attack.mitre.org/software/S0483). Emotet first emerged in June 2014, initially targeting the financial sector, and has expanded to multiple verticals over time.(Citation: Trend Micro Banking Malware Jan 2019)",https://attack.mitre.org/software/S0367,25 March 2019,09 July 2024,enterprise-attack,1.6,Omkar Gudhate,Windows,Geodo,malware,"(Citation: Sophos New Ryuk Attack October 2020),(Citation: CrowdStrike Grim Spider May 2019),,(Citation: Picus Emotet Dec 2018),(Citation: Carbon Black Emotet Apr 2019),(Citation: Talos Emotet Jan 2019),(Citation: Malwarebytes Emotet Dec 2017),(Citation: emotet_trendmicro_mar2023),(Citation: Symantec Emotet Jul 2018),(Citation: Fortinet Emotet May 2017),(Citation: CIS Emotet Dec 2018),(Citation: Red Canary Emotet Feb 2019),(Citation: ASEC Emotet 2017),(Citation: US-CERT Emotet Jul 2018),(Citation: Binary Defense Emotes Wi-Fi Spreader),(Citation: CIS Emotet Apr 2017),(Citation: Secureworks Emotet Nov 2018),(Citation: ESET Emotet Dec 2018),(Citation: Trend Micro Banking Malware Jan 2019),(Citation: Kaspersky Emotet Jan 2019),(Citation: IBM IcedID November 2017),(Citation: Trend Micro Emotet Jan 2019),(Citation: emotet_hc3_nov2023)"
S0363,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,Empire,"[Empire](https://attack.mitre.org/software/S0363) is an open source, cross-platform remote administration and post-exploitation framework that is publicly available on GitHub. While the tool itself is primarily written in Python, the post-exploitation agents are written in pure [PowerShell](https://attack.mitre.org/techniques/T1059/001) for Windows and Python for Linux/macOS. [Empire](https://attack.mitre.org/software/S0363) was one of five tools singled out by a joint report on public hacking tools being widely used by adversaries.(Citation: NCSC Joint Report Public Tools)(Citation: Github PowerShell Empire)(Citation: GitHub ATTACK Empire)",https://attack.mitre.org/software/S0363,11 March 2019,25 September 2024,enterprise-attack,1.8,,"Linux, Windows, macOS","EmPyre, PowerShell Empire",tool,"(Citation: Symantec Elfin Mar 2019),(Citation: Sygnia Elephant Beetle Jan 2022),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: ESET Crutch December 2020),(Citation: FireEye APT33 Guardrail),(Citation: Mandiant FIN12 Oct 2021),(Citation: FireEye FIN10 June 2017),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: Lab52 WIRTE Apr 2019),(Citation: Trend Micro Ransomware Spotlight Play July 2023),(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: SecureWorks August 2019),(Citation: mandiant_apt44_unearthing_sandworm),(Citation: NCSC Joint Report Public Tools),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: Crowdstrike Indrik November 2018),(Citation: CrowdStrike Grim Spider May 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: Group IB Silence Aug 2019),(Citation: ESET Turla August 2018),(Citation: ClearSky Wilted Tulip July 2017),(Citation: Talos Frankenstein June 2019),(Citation: NCSC Joint Report Public Tools),(Citation: GitHub Inveigh),(Citation: SecureWorks August 2019),(Citation: Github PowerShell Empire),(Citation: Talos Frankenstein June 2019)"
S0634,malware--2f8229dc-da94-41c6-89ba-b5b6c32f6b7d,EnvyScout,[EnvyScout](https://attack.mitre.org/software/S0634) is a dropper that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021.(Citation: MSTIC Nobelium Toolset May 2021),https://attack.mitre.org/software/S0634,02 August 2021,11 April 2024,enterprise-attack,1.1,,Windows,,malware,"(Citation: MSTIC Nobelium Toolset May 2021),,(Citation: MSTIC Nobelium Toolset May 2021)"
S0091,malware--6b62e336-176f-417b-856a-8552dd8c44e1,Epic,[Epic](https://attack.mitre.org/software/S0091) is a backdoor that has been used by [Turla](https://attack.mitre.org/groups/G0010). (Citation: Kaspersky Turla),https://attack.mitre.org/software/S0091,31 May 2017,26 October 2020,enterprise-attack,1.3,"Martin Smol�r, ESET",Windows,"TadjMakhal, Tavdig, Wipbot, WorldCupSec",malware,"(Citation: Secureworks IRON HUNTER Profile),(Citation: Kaspersky Turla),,(Citation: Kaspersky Turla Aug 2014),(Citation: ESET Recon Snake Nest),(Citation: Kaspersky Turla)"
S0396,malware--a8a778f5-0035-4870-bb25-53dc05029586,EvilBunny,[EvilBunny](https://attack.mitre.org/software/S0396) is a C++ malware sample observed since 2011 that was designed to be a execution platform for Lua scripts.(Citation: Cyphort EvilBunny Dec 2014),https://attack.mitre.org/software/S0396,28 June 2019,05 August 2024,enterprise-attack,1.3,ESET,Windows,,malware,",,(Citation: Cyphort EvilBunny),(Citation: Cyphort EvilBunny Dec 2014)"
S0152,malware--2f1a9fd0-3b7c-4d77-a358-78db13adbe78,EvilGrab,[EvilGrab](https://attack.mitre.org/software/S0152) is a malware family with common reconnaissance capabilities. It has been deployed by [menuPass](https://attack.mitre.org/groups/G0045) via malicious Microsoft Office documents as part of spearphishing campaigns. (Citation: PWC Cloud Hopper Technical Annex April 2017),https://attack.mitre.org/software/S0152,14 December 2017,23 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: PWC Cloud Hopper Technical Annex April 2017),,(Citation: PWC Cloud Hopper Technical Annex April 2017)"
S0401,malware--11194d8b-fdce-45d2-8047-df15bb8f16bd,Exaramel for Linux,[Exaramel for Linux](https://attack.mitre.org/software/S0401) is a backdoor written in the Go Programming Language and compiled as a 64-bit ELF binary. The Windows version is tracked separately under [Exaramel for Windows](https://attack.mitre.org/software/S0343).(Citation: ESET TeleBots Oct 2018),https://attack.mitre.org/software/S0401,26 August 2019,11 April 2024,enterprise-attack,1.3,,Linux,,malware,"(Citation: ESET TeleBots Oct 2018),(Citation: ANSSI Sandworm January 2021),,(Citation: ESET TeleBots Oct 2018),(Citation: ANSSI Sandworm January 2021)"
S0343,malware--051eaca1-958f-4091-9e5f-a9acd8f820b5,Exaramel for Windows,[Exaramel for Windows](https://attack.mitre.org/software/S0343) is a backdoor used for targeting Windows systems. The Linux version is tracked separately under [Exaramel for Linux](https://attack.mitre.org/software/S0401).(Citation: ESET TeleBots Oct 2018),https://attack.mitre.org/software/S0343,30 January 2019,26 March 2023,enterprise-attack,2.2,,Windows,,malware,"(Citation: ESET TeleBots Oct 2018),,(Citation: ESET TeleBots Oct 2018)"
S0361,tool--ca656c25-44f1-471b-9d9f-e2a3bbb84973,Expand,[Expand](https://attack.mitre.org/software/S0361) is a Windows utility used to expand one or more compressed CAB files.(Citation: Microsoft Expand Utility) It has been used by [BBSRAT](https://attack.mitre.org/software/S0127) to decompress a CAB file into executable content.(Citation: Palo Alto Networks BBSRAT),https://attack.mitre.org/software/S0361,19 February 2019,20 March 2020,enterprise-attack,1.1,"Matthew Demaske, Adaptforward",Windows,,tool,",,(Citation: LOLBAS Expand),(Citation: Microsoft Expand Utility)"
S0569,malware--6a21e3a4-5ffe-4581-af9a-6a54c7536f44,Explosive,[Explosive](https://attack.mitre.org/software/S0569) is a custom-made remote access tool used by the group [Volatile Cedar](https://attack.mitre.org/groups/G0123). It was first identified in the wild in 2015.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021)  ,https://attack.mitre.org/software/S0569,08 February 2021,27 April 2021,enterprise-attack,1.0,,Windows,,malware,"(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),,(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015)"
S0181,malware--fece06b7-d4b1-42cf-b81a-5323c917546e,FALLCHILL,"[FALLCHILL](https://attack.mitre.org/software/S0181) is a RAT that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032) since at least 2016 to target the aerospace, telecommunications, and finance industries. It is usually dropped by other [Lazarus Group](https://attack.mitre.org/groups/G0032) malware or delivered when a victim unknowingly visits a compromised website. (Citation: US-CERT FALLCHILL Nov 2017)",https://attack.mitre.org/software/S0181,16 January 2018,23 April 2021,enterprise-attack,1.2,,Windows,,malware,"(Citation: US-CERT FALLCHILL Nov 2017),,(Citation: CISA AppleJeus Feb 2021),(Citation: US-CERT FALLCHILL Nov 2017)"
S0267,malware--cf8df906-179c-4a78-bd6e-6605e30f6624,FELIXROOT,[FELIXROOT](https://attack.mitre.org/software/S0267) is a backdoor that has been used to target Ukrainian victims. (Citation: FireEye FELIXROOT July 2018),https://attack.mitre.org/software/S0267,17 October 2018,11 April 2024,enterprise-attack,2.2,,Windows,GreyEnergy mini,malware,",,(Citation: FireEye FELIXROOT July 2018),(Citation: ESET GreyEnergy Oct 2018)"
S0618,malware--f464354c-7103-47c6-969b-8766f0157ed2,FIVEHANDS,"[FIVEHANDS](https://attack.mitre.org/software/S0618) is a customized version of [DEATHRANSOM](https://attack.mitre.org/software/S0616) ransomware written in C++. [FIVEHANDS](https://attack.mitre.org/software/S0618) has been used since at least 2021, including in Ransomware-as-a-Service (RaaS) campaigns, sometimes along with [SombRAT](https://attack.mitre.org/software/S0615).(Citation: FireEye FiveHands April 2021)(Citation: NCC Group Fivehands June 2021)",https://attack.mitre.org/software/S0618,04 June 2021,11 April 2024,enterprise-attack,1.1,,Windows,,malware,",,(Citation: FireEye FiveHands April 2021),(Citation: CISA AR21-126A FIVEHANDS May 2021),(Citation: NCC Group Fivehands June 2021)"
S0036,malware--43213480-78f7-4fb3-976f-d48f5f6a4c2a,FLASHFLOOD,[FLASHFLOOD](https://attack.mitre.org/software/S0036) is malware developed by [APT30](https://attack.mitre.org/groups/G0013) that allows propagation and exfiltration of data over removable devices. [APT30](https://attack.mitre.org/groups/G0013) may use this capability to exfiltrate data across air-gaps. (Citation: FireEye APT30),https://attack.mitre.org/software/S0036,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT30),,(Citation: FireEye APT30)"
S0173,malware--0e18b800-906c-4e44-a143-b11c72b3448b,FLIPSIDE,[FLIPSIDE](https://attack.mitre.org/software/S0173) is a simple tool similar to Plink that is used by [FIN5](https://attack.mitre.org/groups/G0053) to maintain access to victims. (Citation: Mandiant FIN5 GrrCON Oct 2016),https://attack.mitre.org/software/S0173,16 January 2018,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Mandiant FIN5 GrrCON Oct 2016),,(Citation: Mandiant FIN5 GrrCON Oct 2016)"
S1120,malware--bcaae558-9697-47a2-9ec7-c75000ddf58c,FRAMESTING,[FRAMESTING](https://attack.mitre.org/software/S1120) is a Python web shell that was used during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) to embed into an Ivanti Connect Secure Python package for command execution.(Citation: Mandiant Cutting Edge Part 2 January 2024),https://attack.mitre.org/software/S1120,08 March 2024,08 March 2024,enterprise-attack,1.0,,Network,,malware,",(Citation: Mandiant Cutting Edge Part 2 January 2024),(Citation: Mandiant Cutting Edge Part 2 January 2024)"
S1144,tool--36dd807e-b5bc-4c3e-91ed-80682360148c,FRP,"[FRP](https://attack.mitre.org/software/S1144), which stands for Fast Reverse Proxy, is an openly available tool that is capable of exposing a server located behind a firewall or Network Address Translation (NAT) to the Internet. [FRP](https://attack.mitre.org/software/S1144) can support multiple protocols including TCP, UDP, and HTTP(S) and has been abused by threat actors to proxy command and control communications.(Citation: FRP GitHub)(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023)(Citation: RedCanary Mockingbird May 2020)(Citation: DFIR Phosphorus November 2021)",https://attack.mitre.org/software/S1144,10 July 2024,30 July 2024,enterprise-attack,1.0,,"Linux, Windows, macOS",,tool,"(Citation: Microsoft Volt Typhoon May 2023),(Citation: RedCanary Mockingbird May 2020),(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023),(Citation: DFIR Phosphorus November 2021),,(Citation: FRP GitHub)"
S0628,malware--434ba392-ebdc-488b-b1ef-518deea65774,FYAnti,"[FYAnti](https://attack.mitre.org/software/S0628) is a loader that has been used by [menuPass](https://attack.mitre.org/groups/G0045) since at least 2020, including to deploy [QuasarRAT](https://attack.mitre.org/software/S0262).(Citation: Securelist APT10 March 2021)",https://attack.mitre.org/software/S0628,22 June 2021,11 October 2021,enterprise-attack,1.0,,Windows,DILLJUICE stage2,malware,"(Citation: Securelist APT10 March 2021),,(Citation: Securelist APT10 March 2021)"
S0076,malware--bb3c1098-d654-4620-bf40-694386d28921,FakeM,[FakeM](https://attack.mitre.org/software/S0076) is a shellcode-based Windows backdoor that has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). (Citation: Scarlet Mimic Jan 2016),https://attack.mitre.org/software/S0076,31 May 2017,27 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Scarlet Mimic Jan 2016),,(Citation: Scarlet Mimic Jan 2016)"
S0512,malware--54a01db0-9fab-4d5f-8209-53cef8425f4a,FatDuke,[FatDuke](https://attack.mitre.org/software/S0512) is a backdoor used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2016.(Citation: ESET Dukes October 2019),https://attack.mitre.org/software/S0512,24 September 2020,16 October 2021,enterprise-attack,1.1,,Windows,,malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: ESET Dukes October 2019),(Citation: ESET Dukes October 2019),(Citation: ESET Dukes October 2019)"
S0171,malware--196f1f32-e0c2-4d46-99cd-234d4b6befe1,Felismus,[Felismus](https://attack.mitre.org/software/S0171) is a modular backdoor that has been used by [Sowbug](https://attack.mitre.org/groups/G0054). (Citation: Symantec Sowbug Nov 2017) (Citation: Forcepoint Felismus Mar 2017),https://attack.mitre.org/software/S0171,16 January 2018,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Symantec Sowbug Nov 2017),,(Citation: ATT Felismus),(Citation: Forcepoint Felismus Mar 2017)"
S0679,malware--73d08401-005f-4e1f-90b9-8f45d120879f,Ferocious,[Ferocious](https://attack.mitre.org/software/S0679) is a first stage implant composed of VBS and PowerShell scripts that has been used by [WIRTE](https://attack.mitre.org/groups/G0090) since at least 2021.(Citation: Kaspersky WIRTE November 2021),https://attack.mitre.org/software/S0679,01 February 2022,01 February 2022,enterprise-attack,1.0,,Windows,,malware,"(Citation: Kaspersky WIRTE November 2021),,(Citation: Kaspersky WIRTE November 2021)"
S0120,tool--4f45dfeb-fe51-4df0-8db3-edf7dd0513fe,Fgdump,[Fgdump](https://attack.mitre.org/software/S0120) is a Windows password hash dumper. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0120,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,tool,",,(Citation: Mandiant APT1)"
S0182,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,FinFisher,[FinFisher](https://attack.mitre.org/software/S0182) is a government-grade commercial surveillance spyware reportedly sold exclusively to government agencies for use in targeted and lawful criminal investigations. It is heavily obfuscated and uses multiple anti-analysis techniques. It has other variants including [Wingbird](https://attack.mitre.org/software/S0176). (Citation: FinFisher Citation) (Citation: Microsoft SIR Vol 21) (Citation: FireEye FinSpy Sept 2017) (Citation: Securelist BlackOasis Oct 2017) (Citation: Microsoft FinFisher March 2018),https://attack.mitre.org/software/S0182,16 January 2018,12 September 2024,"enterprise-attack,mobile-attack",1.4,,"Android, Windows",FinSpy,malware,"(Citation: Lookout Dark Caracal Jan 2018),,(Citation: FinFisher exposed ),(Citation: Securelist BlackOasis Oct 2017),(Citation: FinFisher Citation),(Citation: Microsoft FinFisher March 2018),(Citation: Elastic Process Injection July 2017)"
S0355,malware--a2282af0-f9dd-4373-9b92-eaf9e11e0c71,Final1stspy,[Final1stspy](https://attack.mitre.org/software/S0355) is a dropper family that has been used to deliver [DOGCALL](https://attack.mitre.org/software/S0213).(Citation: Unit 42 Nokki Oct 2018),https://attack.mitre.org/software/S0355,31 January 2019,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Unit 42 Nokki Oct 2018),,(Citation: Unit 42 Nokki Oct 2018)"
S0696,malware--592260fb-dd5c-4a30-8d99-106a0485be0d,Flagpro,"[Flagpro](https://attack.mitre.org/software/S0696) is a Windows-based, first-stage downloader that has been used by [BlackTech](https://attack.mitre.org/groups/G0098) since at least October 2020. It has primarily been used against defense, media, and communications companies in Japan.(Citation: NTT Security Flagpro new December 2021) ",https://attack.mitre.org/software/S0696,25 March 2022,04 September 2024,enterprise-attack,1.0,"Hannah Simes, BT Security",Windows,,malware,"(Citation: NTT Security Flagpro new December 2021),,(Citation: NTT Security Flagpro new December 2021)"
S0143,malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,Flame,"[Flame](https://attack.mitre.org/software/S0143) is a sophisticated toolkit that has been used to collect information since at least 2010, largely targeting Middle East countries. (Citation: Kaspersky Flame)",https://attack.mitre.org/software/S0143,31 May 2017,12 October 2022,"enterprise-attack,ics-attack",1.1,,Windows,"Flamer, sKyWIper",malware,",,(Citation: Kaspersky Flame Functionality),(Citation: Crysys Skywiper),(Citation: Symantec Beetlejuice),(Citation: Kaspersky Flame)"
S0381,malware--432555de-63bf-4f2a-a3fa-f720a4561078,FlawedAmmyy,"[FlawedAmmyy](https://attack.mitre.org/software/S0381) is a remote access tool (RAT) that was first seen in early 2016. The code for [FlawedAmmyy](https://attack.mitre.org/software/S0381) was based on leaked source code for a version of Ammyy Admin, a remote access software.(Citation: Proofpoint TA505 Mar 2018)",https://attack.mitre.org/software/S0381,28 May 2019,18 July 2022,enterprise-attack,1.2,,Windows,,malware,"(Citation: Proofpoint TA505 October 2019),(Citation: Proofpoint TA505 Mar 2018),(Citation: Visa FIN6 Feb 2019),(Citation: Trend Micro TA505 June 2019),,(Citation: Proofpoint TA505 Mar 2018),(Citation: Korean FSI TA505 2020)"
S0383,malware--43155329-3edf-47a6-9a14-7dac899b01e4,FlawedGrace,[FlawedGrace](https://attack.mitre.org/software/S0383) is a fully featured remote access tool (RAT) written in C++ that was first observed in late 2017.(Citation: Proofpoint TA505 Jan 2019),https://attack.mitre.org/software/S0383,29 May 2019,11 April 2024,enterprise-attack,1.1,,Windows,,malware,"(Citation: Proofpoint TA505 October 2019),(Citation: Trend Micro TA505 June 2019),(Citation: Proofpoint TA505 Jan 2019),,(Citation: Proofpoint TA505 Jan 2019)"
S0661,malware--72911fe3-f085-40f7-b4f2-f25a4221fe44,FoggyWeb,[FoggyWeb](https://attack.mitre.org/software/S0661) is a passive and highly-targeted backdoor capable of remotely exfiltrating sensitive information from a compromised Active Directory Federated Services (AD FS) server. It has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least early April 2021.(Citation: MSTIC FoggyWeb September 2021),https://attack.mitre.org/software/S0661,16 November 2021,11 April 2024,enterprise-attack,1.1,"Craig Smith, BT Security",Windows,,malware,"(Citation: MSTIC FoggyWeb September 2021),,(Citation: MSTIC FoggyWeb September 2021)"
S0193,tool--90ec2b22-7061-4469-b539-0989ec4f96c2,Forfiles,"[Forfiles](https://attack.mitre.org/software/S0193) is a Windows utility commonly used in batch jobs to execute commands on one or more selected files or directories (ex: list all directories in a drive, read the first line of all files created yesterday, etc.). Forfiles can be executed from either the command line, Run window, or batch files/scripts. (Citation: Microsoft Forfiles Aug 2016)",https://attack.mitre.org/software/S0193,18 April 2018,17 October 2018,enterprise-attack,1.0,,,,tool,"(Citation: �berwachung APT28 Forfiles June 2015),,(Citation: VectorSec ForFiles Aug 2017),(Citation: Evi1cg Forfiles Nov 2017),(Citation: �berwachung APT28 Forfiles June 2015)"
