ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G0032,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain.(Citation: Novetta Blockbuster)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups, such as [Andariel](https://attack.mitre.org/groups/G0138), [APT37](https://attack.mitre.org/groups/G0067), [APT38](https://attack.mitre.org/groups/G0082), and [Kimsuky](https://attack.mitre.org/groups/G0094).   ",https://attack.mitre.org/groups/G0032,31 May 2017,11 April 2024,"enterprise-attack,ics-attack",4.0,"Dragos Threat Intelligence; Kyaw Pyiyt Htet, @KyawPyiytHtet","Diamond Sleet, Guardians of Peace, HIDDEN COBRA, Labyrinth Chollima, NICKEL ACADEMY, ZINC","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: US-CERT HIDDEN COBRA June 2017), The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019), (Citation: CrowdStrike Labyrinth Chollima Feb 2022), (Citation: Secureworks NICKEL ACADEMY Dec 2017), (Citation: Microsoft ZINC disruption Dec 2017)","(Citation: US-CERT TYPEFRAME June 2018),(Citation: US-CERT HARDRAIN March 2018),(Citation: Novetta Blockbuster Destructive Malware),(Citation: US-CERT Volgmer Nov 2017),(Citation: Novetta Blockbuster Loaders),(Citation: US-CERT HOTCROISSANT February 2020),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: Kaspersky Dtrack),(Citation: SecureWorks WannaCry Analysis),(Citation: LogRhythm WannaCry),(Citation: CISA AppleJeus Feb 2021),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: US-CERT BADCALL),(Citation: ClearSky Lazarus Aug 2020),(Citation: Novetta Blockbuster),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: McAfee GhostSecret),(Citation: FireEye APT38 Oct 2018),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: TrendMicro macOS Dacls May 2020),(Citation: US-CERT KEYMARBLE Aug 2018),(Citation: FireEye WannaCry 2017),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: TrendMicro Lazarus Nov 2018),(Citation: Lazarus RATANKBA),(Citation: CISA EB Aug 2020),(Citation: McAfee Bankshot),(Citation: Qualys LolZarus),(Citation: Novetta Blockbuster Tools),(Citation: Novetta Blockbuster Destructive Malware),(Citation: Novetta Blockbuster Loaders),(Citation: RATANKBA),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: McAfee Lazarus Jul 2020),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: CISA AppleJeus Feb 2021),(Citation: Lazarus APT January 2022),(Citation: Google TAG Lazarus Jan 2021),(Citation: Novetta Blockbuster RATs),(Citation: Novetta Blockbuster),(Citation: ESET Twitter Ida Pro Nov 2021),(Citation: McAfee GhostSecret),(Citation: US-CERT SHARPKNOT June 2018),(Citation: TrendMicro macOS Dacls May 2020),(Citation: McAfee-GhostSecret-fixurl),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: McAfee Bankshot),(Citation: ClearSky Lazarus Aug 2020),(Citation: McAfee Lazarus Nov 2020),(Citation: McAfee Lazarus Jul 2020),(Citation: ESET Lazarus Jun 2020)"
G0140,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,LazyScripter,"[LazyScripter](https://attack.mitre.org/groups/G0140) is threat group that has mainly targeted the airlines industry since at least 2018, primarily using open-source toolsets.(Citation: MalwareBytes LazyScripter Feb 2021)",https://attack.mitre.org/groups/G0140,24 November 2021,22 March 2023,enterprise-attack,1.1,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: MalwareBytes LazyScripter Feb 2021),"
G0077,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),https://attack.mitre.org/groups/G0077,17 October 2018,22 March 2023,enterprise-attack,2.4,,Raspite,(Citation: Dragos Raspite Aug 2018),"(Citation: Symantec Leafminer July 2018),(Citation: Symantec Leafminer July 2018),"
G0065,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)",https://attack.mitre.org/groups/G0065,18 April 2018,08 January 2024,enterprise-attack,4.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","APT40, BRONZE MOHAWK, Gadolinium, Gingham Typhoon, Kryptonite Panda, MUDCARP, TEMP.Jumper, TEMP.Periscope","FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019), (Citation: CISA AA21-200A APT40 July 2021)(Citation: SecureWorks BRONZE MOHAWK n.d.), (Citation: CISA AA21-200A APT40 July 2021)(Citation: MSTIC GADOLINIUM September 2020), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Crowdstrike KRYPTONITE PANDA August 2018), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye APT40 March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)","(Citation: Proofpoint Leviathan Oct 2017),(Citation: FireEye Periscope March 2018),(Citation: Accenture MUDCARP March 2019),(Citation: FireEye APT40 March 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: Proofpoint Leviathan Oct 2017),(Citation: Accenture MUDCARP March 2019),(Citation: FireEye Periscope March 2018),(Citation: FireEye APT40 March 2019),(Citation: CISA AA21-200A APT40 July 2021),"
G0030,intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),https://attack.mitre.org/groups/G0030,31 May 2017,08 January 2024,enterprise-attack,3.0,,"DRAGONFISH, RADIUM, Raspberry Typhoon, Spring Dragon","(Citation: Accenture Dragonfish Jan 2018), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)","(Citation: Emissary Trojan Feb 2016),(Citation: Accenture Dragonfish Jan 2018),(Citation: Lotus Blossom Dec 2015),(Citation: Spring Dragon Jun 2015),,"
G1014,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,LuminousMoth,"[LuminousMoth](https://attack.mitre.org/groups/G1014) is a Chinese-speaking cyber espionage group that has been active since at least October 2020. [LuminousMoth](https://attack.mitre.org/groups/G1014) has targeted high-profile organizations, including government entities, in Myanmar, the Philippines, Thailand, and other parts of Southeast Asia. Some security researchers have concluded there is a connection between [LuminousMoth](https://attack.mitre.org/groups/G1014) and [Mustang Panda](https://attack.mitre.org/groups/G0129) based on similar targeting and TTPs, as well as network infrastructure overlaps.(Citation: Kaspersky LuminousMoth July 2021)(Citation: Bitdefender LuminousMoth July 2021)",https://attack.mitre.org/groups/G1014,23 February 2023,17 April 2023,enterprise-attack,1.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet; Zaw Min Htun, @Z3TAE",,,"(Citation: Kaspersky LuminousMoth July 2021),(Citation: Bitdefender LuminousMoth July 2021),(Citation: Kaspersky LuminousMoth July 2021),(Citation: Bitdefender LuminousMoth July 2021),"
G0095,intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",https://attack.mitre.org/groups/G0095,13 September 2019,06 October 2021,enterprise-attack,2.0,"Matias Nicolas Porolli, ESET","APT-C-43, El Machete","(Citation: 360 Machete Sep 2020), (Citation: Cylance Machete Mar 2017)","(Citation: ESET Machete July 2019),(Citation: Securelist Machete Aug 2014),(Citation: 360 Machete Sep 2020),(Citation: ESET Machete July 2019),(Citation: Cylance Machete Mar 2017),(Citation: Securelist Machete Aug 2014),"
G0059,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",https://attack.mitre.org/groups/G0059,16 January 2018,10 July 2024,enterprise-attack,6.1,"Anastasios Pingios; Bryan Lee; Daniyal Naeem, BT Security","APT35, COBALT ILLUSION, Charming Kitten, ITG18, Mint Sandstorm, Newscaster, Phosphorus, TA453","(Citation: FireEye APT35 2018)(Citation: Certfa Charming Kitten January 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Secureworks COBALT ILLUSION Threat Profile), (Citation: ClearSky Charming Kitten Dec 2017)(Citation: Eweek Newscaster and Charming Kitten May 2014)(Citation: ClearSky Kittens Back 2 Oct 2019)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: IBM ITG18 2020), (Citation: Microsoft Threat Actor Naming July 2023), Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters).(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018), (Citation: Microsoft Phosphorus Mar 2019)(Citation: Microsoft Phosphorus Oct 2020)(Citation: US District Court of DC Phosphorus Complaint 2019)(Citation: Certfa Charming Kitten January 2021)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Proofpoint TA453 March 2021)(Citation: Proofpoint TA453 July2021)(Citation: Check Point APT35 CharmPower January 2022)","(Citation: Unit 42 Magic Hound Feb 2017),(Citation: DFIR Phosphorus November 2021),(Citation: ClearSky Charming Kitten Dec 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Check Point APT35 CharmPower January 2022),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: FireEye APT35 2018),(Citation: Cybereason PowerLess February 2022),(Citation: Microsoft Iranian Threat Actor Trends November 2021),(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Proofpoint TA453 July2021),(Citation: Proofpoint TA453 March 2021),(Citation: DFIR Phosphorus November 2021),(Citation: Google Iran Threats October 2021),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Check Point APT35 CharmPower January 2022),(Citation: SecureWorks Mia Ash July 2017),(Citation: ClearSky Kittens Back 3 August 2020),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: FireEye APT35 2018),(Citation: Cybereason PowerLess February 2022),(Citation: Microsoft Phosphorus Mar 2019),(Citation: Check Point Rocket Kitten),(Citation: IBM ITG18 2020),(Citation: Microsoft Log4j Vulnerability Exploitation December 2021),(Citation: Certfa Charming Kitten January 2021),"
G1026,intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,Malteiro,[Malteiro](https://attack.mitre.org/groups/G1026) is a financially motivated criminal group that is likely based in Brazil and has been active since at least November 2019. The group operates and distributes the [Mispadu](https://attack.mitre.org/software/S1122)  banking trojan via a Malware-as-a-Service (MaaS) business model. [Malteiro](https://attack.mitre.org/groups/G1026) mainly targets victims throughout Latin America (particularly Mexico) and Europe (particularly Spain and Portugal).(Citation: SCILabs Malteiro 2021),https://attack.mitre.org/groups/G1026,13 March 2024,29 March 2024,enterprise-attack,1.0,Daniel Fernando Soriano Espinosa; SCILabs,,,"(Citation: SCILabs Malteiro 2021),(Citation: SCILabs Malteiro 2021),(Citation: SCILabs Malteiro Threat Overlap 2023),"
G1013,intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,Metador,"[Metador](https://attack.mitre.org/groups/G1013) is a suspected cyber espionage group that was first reported in September 2022. [Metador](https://attack.mitre.org/groups/G1013) has targeted a limited number of telecommunication companies, internet service providers, and universities in the Middle East and Africa. Security researchers named the group [Metador](https://attack.mitre.org/groups/G1013) based on the ""I am meta"" string in one of the group's malware samples and the expectation of Spanish-language responses from C2 servers.(Citation: SentinelLabs Metador Sept 2022)",https://attack.mitre.org/groups/G1013,25 January 2023,11 April 2024,enterprise-attack,1.1,"Massimiliano Romano, BT Security; Sittikorn Sangrattanapitak",,,"(Citation: SentinelLabs Metador Sept 2022),(Citation: SentinelLabs Metador Technical Appendix Sept 2022),(Citation: SentinelLabs Metador Sept 2022),"
G0002,intrusion-set--2e5d3a83-fe00-41a5-9b60-237efc84832f,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",https://attack.mitre.org/groups/G0002,31 May 2017,30 March 2020,enterprise-attack,1.1,,,,"(Citation: Haq 2014),(Citation: Haq 2014),"
G0103,intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/groups/G0103,12 May 2020,11 April 2024,enterprise-attack,1.1,,,,",(Citation: FOX-IT May 2016 Mofang),"
G0021,intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)",https://attack.mitre.org/groups/G0021,31 May 2017,11 April 2024,enterprise-attack,2.1,,"Gaza Cybergang, Operation Molerats","(Citation: DustySky)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020), (Citation: FireEye Operation Molerats)(Citation: Cybereason Molerats Dec 2020)","(Citation: DustySky2),(Citation: Cybereason Molerats Dec 2020),(Citation: Unit42 Molerat Mar 2020),(Citation: DustySky),(Citation: FireEye Operation Molerats),(Citation: Kaspersky MoleRATs April 2019),(Citation: Cybereason Molerats Dec 2020),(Citation: Unit42 Molerat Mar 2020),(Citation: DustySky),(Citation: FireEye Operation Molerats),(Citation: Kaspersky MoleRATs April 2019),"
G1036,intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,Moonstone Sleet,"[Moonstone Sleet](https://attack.mitre.org/groups/G1036) is a North Korean-linked threat actor executing both financially motivated attacks and espionage operations. The group previously overlapped significantly with another North Korean-linked entity, [Lazarus Group](https://attack.mitre.org/groups/G0032), but has differentiated its tradecraft since 2023. [Moonstone Sleet](https://attack.mitre.org/groups/G1036) is notable for creating fake companies and personas to interact with victim entities, as well as developing unique malware such as a variant delivered via a fully functioning game.(Citation: Microsoft Moonstone Sleet 2024)",https://attack.mitre.org/groups/G1036,26 August 2024,01 October 2024,enterprise-attack,1.0,"Aung Kyaw Min Naing, @Nolan",Storm-1789,(Citation: Microsoft Moonstone Sleet 2024),",(Citation: Microsoft Moonstone Sleet 2024),"
G1009,intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,Moses Staff,"[Moses Staff](https://attack.mitre.org/groups/G1009) is a suspected Iranian threat group that has primarily targeted Israeli companies since at least September 2021. [Moses Staff](https://attack.mitre.org/groups/G1009) openly stated their motivation in attacking Israeli companies is to cause damage by leaking stolen sensitive data and encrypting the victim's networks without a ransom demand.(Citation: Checkpoint MosesStaff Nov 2021) 

Security researchers assess [Moses Staff](https://attack.mitre.org/groups/G1009) is politically motivated, and has targeted government, finance, travel, energy, manufacturing, and utility companies outside of Israel as well, including those in Italy, India, Germany, Chile, Turkey, the UAE, and the US.(Citation: Cybereason StrifeWater Feb 2022)",https://attack.mitre.org/groups/G1009,11 August 2022,11 April 2024,enterprise-attack,2.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","DEV-0500, Marigold Sandstorm","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: Checkpoint MosesStaff Nov 2021),(Citation: Cybereason StrifeWater Feb 2022),(Citation: Checkpoint MosesStaff Nov 2021),"
G1019,intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,MoustachedBouncer,[MoustachedBouncer](https://attack.mitre.org/groups/G1019) is a cyberespionage group that has been active since at least 2014 targeting foreign embassies in Belarus.(Citation: MoustachedBouncer ESET August 2023),https://attack.mitre.org/groups/G1019,25 September 2023,26 September 2023,"enterprise-attack,mobile-attack",1.0,,,,"(Citation: MoustachedBouncer ESET August 2023),(Citation: MoustachedBouncer ESET August 2023),"
G0069,intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,MuddyWater,"[MuddyWater](https://attack.mitre.org/groups/G0069) is a cyber espionage group assessed to be a subordinate element within Iran's Ministry of Intelligence and Security (MOIS).(Citation: CYBERCOM Iranian Intel Cyber January 2022) Since at least 2017, [MuddyWater](https://attack.mitre.org/groups/G0069) has targeted a range of government and private organizations across sectors, including telecommunications, local government, defense, and oil and natural gas organizations, in the Middle East, Asia, Africa, Europe, and North America.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: Talos MuddyWater Jan 2022)",https://attack.mitre.org/groups/G0069,18 April 2018,29 August 2024,enterprise-attack,5.1,"Daniyal Naeem, BT Security; Marco Pedrinazzi, @pedrinazziM; Ozer Sarilar, @ozersarilar, STM","Earth Vetala, MERCURY, Mango Sandstorm, Seedworm, Static Kitten, TA450, TEMP.Zagros","(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Symantec MuddyWater Dec 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: Proofpoint TA450 Phishing March 2024), (Citation: FireEye MuddyWater Mar 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)","(Citation: NCSC GCHQ Small Sieve Jan 2022),(Citation: ClearSky MuddyWater June 2019),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: Reaqta MuddyWater November 2017),(Citation: Trend Micro Muddy Water March 2021),(Citation: Anomali Static Kitten February 2021),(Citation: FireEye MuddyWater Mar 2018),(Citation: Symantec MuddyWater Dec 2018),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Talos MuddyWater May 2019),(Citation: ClearSky MuddyWater June 2019),(Citation: group-ib_muddywater_infra),(Citation: MuddyWater TrendMicro June 2018),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: Proofpoint TA450 Phishing March 2024),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: FireEye MuddyWater Mar 2018),(Citation: Trend Micro Muddy Water March 2021),(Citation: Anomali Static Kitten February 2021),(Citation: Reaqta MuddyWater November 2017),(Citation: Symantec MuddyWater Dec 2018),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Securelist MuddyWater Oct 2018),(Citation: Talos MuddyWater Jan 2022),(Citation: GitHub Invoke-Obfuscation),"
G0129,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,Mustang Panda,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that was first observed in 2017 but may have been conducting operations since at least 2014. [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government entities, nonprofits, religious, and other non-governmental organizations in the U.S., Europe, Mongolia, Myanmar, Pakistan, and Vietnam, among others.(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Secureworks BRONZE PRESIDENT December 2019) ",https://attack.mitre.org/groups/G0129,12 April 2021,22 March 2023,enterprise-attack,2.1,"Kyaw Pyiyt Htet, @KyawPyiytHtet","BRONZE PRESIDENT, RedDelta, TA416","(Citation: Secureworks BRONZE PRESIDENT December 2019), (Citation: Recorded Future REDDELTA July 2020)(Citation: Proofpoint TA416 Europe March 2022), (Citation: Proofpoint TA416 November 2020)","(Citation: McAfee Dianxun March 2021),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Avira Mustang Panda January 2020),(Citation: Recorded Future REDDELTA July 2020),(Citation: Google TAG Ukraine Threat Landscape March 2022),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: McAfee Dianxun March 2021),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Proofpoint TA416 November 2020),(Citation: Avira Mustang Panda January 2020),(Citation: Recorded Future REDDELTA July 2020),"
G1020,intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,Mustard Tempest,"[Mustard Tempest](https://attack.mitre.org/groups/G1020) is an initial access broker that has operated the [SocGholish](https://attack.mitre.org/software/S1124) distribution network since at least 2017. [Mustard Tempest](https://attack.mitre.org/groups/G1020) has partnered with [Indrik Spider](https://attack.mitre.org/groups/G0119) to provide access for the download of additional malware including LockBit, [WastedLocker](https://attack.mitre.org/software/S0612), and remote access tools.(Citation: Microsoft Ransomware as a Service)(Citation: Microsoft Threat Actor Naming July 2023)(Citation: Secureworks Gold Prelude Profile)(Citation: SocGholish-update)",https://attack.mitre.org/groups/G1020,06 December 2023,25 March 2024,enterprise-attack,1.0,,"DEV-0206, GOLD PRELUDE, TA569, UNC1543","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Secureworks Gold Prelude Profile), (Citation: Secureworks Gold Prelude Profile), (Citation: Secureworks Gold Prelude Profile)","(Citation: Microsoft Ransomware as a Service),(Citation: SocGholish-update),(Citation: Secureworks Gold Prelude Profile),(Citation: SocGholish-update),(Citation: Microsoft Ransomware as a Service),(Citation: Secureworks Gold Prelude Profile),(Citation: SentinelOne SocGholish Infrastructure November 2022),(Citation: Red Canary SocGholish March 2024),"
G0055,intrusion-set--025bdaa9-897d-4bad-afa6-013ba5734653,NEODYMIUM,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",https://attack.mitre.org/groups/G0055,16 January 2018,25 March 2019,enterprise-attack,1.0,,,,"(Citation: Microsoft SIR Vol 21),(Citation: Microsoft NEODYMIUM Dec 2016),,"
G0019,intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,Naikon,"[Naikon](https://attack.mitre.org/groups/G0019) is assessed to be a state-sponsored cyber espionage group attributed to the Chinese People’s Liberation Army’s (PLA) Chengdu Military Region Second Technical Reconnaissance Bureau (Military Unit Cover Designator 78020).(Citation: CameraShy) Active since at least 2010, [Naikon](https://attack.mitre.org/groups/G0019) has primarily conducted operations against government, military, and civil organizations in Southeast Asia, as well as against international bodies such as the United Nations Development Programme (UNDP) and the Association of Southeast Asian Nations (ASEAN).(Citation: CameraShy)(Citation: Baumgartner Naikon 2015) 

While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0019,31 May 2017,19 August 2021,enterprise-attack,2.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet",,,"(Citation: Bitdefender Naikon April 2021),(Citation: CheckPoint Naikon May 2020),(Citation: CameraShy),(Citation: Baumgartner Naikon 2015),(Citation: Bitdefender Naikon April 2021),(Citation: CheckPoint Naikon May 2020),(Citation: Baumgartner Naikon 2015),"
